base        rep  M   N    OS         type  no  group  Source      Name
39          6    15  30   0.14254    PSS   NA  NA     NasiriPSS   PSSata
39          7    15  30   0.115873   PSS   NA  NA     NasiriPSS   PSSata
39          8    15  30   0.11746    PSS   NA  NA     NasiriPSS   PSSata
39          9    15  30   0.136508   PSS   NA  NA     NasiriPSS   PSSata
40          0    15  30   0.108889   PSS   NA  NA     NasiriPSS   PSSata
40          1    15  30   0.122222   PSS   NA  NA     NasiriPSS   PSSata
40          2    15  30   0.120952   PSS   NA  NA     NasiriPSS   PSSata
40          3    15  30   0.12       PSS   NA  NA     NasiriPSS   PSSata
40          4    15  30   0.139048   PSS   NA  NA     NasiriPSS   PSSata
40          5    15  30   0.128889   PSS   NA  NA     NasiriPSS   PSSata
40          6    15  30   0.14254    PSS   NA  NA     NasiriPSS   PSSata
40          7    15  30   0.115873   PSS   NA  NA     NasiriPSS   PSSata
40          8    15  30   0.11746    PSS   NA  NA     NasiriPSS   PSSata
40          9    15  30   0.136508   PSS   NA  NA     NasiriPSS   PSSata
41          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
41          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
41          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
41          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
41          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
41          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
41          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
41          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
41          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
41          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
42          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
42          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
42          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
42          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
42          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
42          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
42          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
42          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
42          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
42          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
43          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
43          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
43          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
43          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
43          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
43          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
43          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
43          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
43          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
43          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
44          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
44          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
44          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
44          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
44          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
44          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
44          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
44          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
44          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
44          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
45          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
45          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
45          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
45          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
45          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
45          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
45          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
45          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
45          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
45          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
46          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
46          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
46          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
46          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
46          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
46          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
46          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
46          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
46          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
46          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
47          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
47          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
47          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
47          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
47          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
47          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
47          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
47          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
47          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
47          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
48          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
48          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
48          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
48          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
48          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
48          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
48          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
48          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
48          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
48          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
49          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
49          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
49          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
49          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
49          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
49          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
49          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
49          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
49          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
49          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
50          0    20  30   0.105614   PSS   NA  NA     NasiriPSS   PSSata
50          1    20  30   0.0887719  PSS   NA  NA     NasiriPSS   PSSata
50          2    20  30   0.13386    PSS   NA  NA     NasiriPSS   PSSata
50          3    20  30   0.0896491  PSS   NA  NA     NasiriPSS   PSSata
50          4    20  30   0.107544   PSS   NA  NA     NasiriPSS   PSSata
50          5    20  30   0.109123   PSS   NA  NA     NasiriPSS   PSSata
50          6    20  30   0.0945614  PSS   NA  NA     NasiriPSS   PSSata
50          7    20  30   0.0726316  PSS   NA  NA     NasiriPSS   PSSata
50          8    20  30   0.100351   PSS   NA  NA     NasiriPSS   PSSata
50          9    20  30   0.124035   PSS   NA  NA     NasiriPSS   PSSata
51          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
51          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
51          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
51          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
51          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
51          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
51          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
51          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
51          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
51          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
52          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
52          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
52          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
52          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
52          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
52          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
52          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
52          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
52          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
52          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
53          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
53          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
53          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
53          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
53          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
53          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
53          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
53          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
53          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
53          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
54          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
54          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
54          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
54          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
54          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
54          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
54          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
54          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
54          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
54          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
55          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
55          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
55          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
55          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
55          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
55          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
55          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
55          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
55          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
55          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
56          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
56          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
56          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
56          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
56          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
56          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
56          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
56          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
56          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
56          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
57          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
57          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
57          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
57          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
57          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
57          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
57          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
57          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
57          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
57          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
58          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
58          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
58          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
58          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
58          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
58          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
58          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
58          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
58          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
58          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
59          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
59          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
59          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
59          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
59          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
59          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
59          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
59          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
59          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
59          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
60          0    15  50   0.112952   PSS   NA  NA     NasiriPSS   PSSata
60          1    15  50   0.14019    PSS   NA  NA     NasiriPSS   PSSata
60          2    15  50   0.133143   PSS   NA  NA     NasiriPSS   PSSata
60          3    15  50   0.113333   PSS   NA  NA     NasiriPSS   PSSata
60          4    15  50   0.13981    PSS   NA  NA     NasiriPSS   PSSata
60          5    15  50   0.121905   PSS   NA  NA     NasiriPSS   PSSata
60          6    15  50   0.129143   PSS   NA  NA     NasiriPSS   PSSata
60          7    15  50   0.122667   PSS   NA  NA     NasiriPSS   PSSata
60          8    15  50   0.144952   PSS   NA  NA     NasiriPSS   PSSata
60          9    15  50   0.126667   PSS   NA  NA     NasiriPSS   PSSata
61          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
61          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
61          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
61          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
61          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
61          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
61          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
61          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
61          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
61          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
62          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
62          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
62          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
62          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
62          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
62          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
62          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
62          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
62          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
62          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
63          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
63          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
63          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
63          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
63          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
63          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
63          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
63          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
63          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
63          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
64          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
64          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
64          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
64          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
64          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
64          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
64          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
64          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
64          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
64          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
65          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
65          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
65          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
65          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
65          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
65          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
65          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
65          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
65          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
65          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
66          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
66          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
66          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
66          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
66          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
66          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
66          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
66          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
66          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
66          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
67          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
67          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
67          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
67          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
67          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
67          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
67          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
67          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
67          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
67          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
68          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
68          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
68          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
68          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
68          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
68          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
68          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
68          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
68          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
68          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
69          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
69          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
69          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
69          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
69          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
69          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
69          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
69          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
69          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
69          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
70          0    20  50   0.0988421  PSS   NA  NA     NasiriPSS   PSSata
70          1    20  50   0.0877895  PSS   NA  NA     NasiriPSS   PSSata
70          2    20  50   0.119368   PSS   NA  NA     NasiriPSS   PSSata
70          3    20  50   0.0941053  PSS   NA  NA     NasiriPSS   PSSata
70          4    20  50   0.117263   PSS   NA  NA     NasiriPSS   PSSata
70          5    20  50   0.0957895  PSS   NA  NA     NasiriPSS   PSSata
70          6    20  50   0.120316   PSS   NA  NA     NasiriPSS   PSSata
70          7    20  50   0.0884211  PSS   NA  NA     NasiriPSS   PSSata
70          8    20  50   0.103474   PSS   NA  NA     NasiriPSS   PSSata
70          9    20  50   0.0948421  PSS   NA  NA     NasiriPSS   PSSata
71          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
71          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
71          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
71          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
71          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
71          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
71          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
71          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
71          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
71          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
72          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
72          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
72          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
72          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
72          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
72          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
72          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
72          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
72          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
72          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
73          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
73          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
73          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
73          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
73          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
73          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
73          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
73          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
73          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
73          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
74          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
74          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
74          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
74          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
74          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
74          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
74          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
74          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
74          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
74          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
75          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
75          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
75          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
75          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
75          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
75          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
75          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
75          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
75          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
75          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
76          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
76          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
76          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
76          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
76          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
76          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
76          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
76          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
76          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
76          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
77          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
77          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
77          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
77          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
77          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
77          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
77          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
77          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
77          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
77          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
